file,Utterance,speaker,emotion,Scene_ID,Utterance_ID,Season,Episode,Start_Time,End_Time,split
sea1_ep2_sc1_utt1.mp4,"What you guys don't understand is, for us, kissing is as important as any part of it.",['Monica Geller'],happiness,1,1,1,2,00:00:02.877,00:00:07.548,train
sea1_ep2_sc1_utt2.mp4,"Yeah, right!.......Y'serious?",['Joey Tribbiani'],neutral,1,2,1,2,00:00:04.504,00:00:07.548,train
sea1_ep2_sc1_utt3.mp4,"Oh, yeah!",['Phoebe Buffay'],happiness,1,3,1,2,00:00:07.924,00:00:09.508,train
sea1_ep2_sc1_utt4.mp4,Everything you need to know is in that first kiss.,['Rachel Green'],power,1,4,1,2,00:00:11.970,00:00:17.683,train
sea1_ep2_sc1_utt5.mp4,Absolutely.,['Monica Geller'],power,1,5,1,2,00:00:14.139,00:00:15.097,train
sea1_ep2_sc1_utt6.mp4,"Yeah, I think for us, kissing is pretty much like an opening act, y'know? I mean it's like the stand-up comedian you have to sit through before Pink Floyd comes out.",['Chandler Bing'],happiness,1,6,1,2,00:00:17.892,00:00:27.109,train
sea1_ep2_sc1_utt7.mp4,"Yeah, and-and it's not that we don't like the comedian, it's that-that... that's not why we bought the ticket.",['Ross Geller'],neutral,1,7,1,2,00:00:30.363,00:00:39.288,train
sea1_ep2_sc1_utt8.mp4,"The problem is, though, after the concert's over, no matter how great the show was, you girls are always looking for the comedian again, y'know? I mean, we're in the car, we're fighting traffic... basically just trying to stay awake.",['Chandler Bing'],anger,1,8,1,2,00:00:37.287,00:00:53.844,train
sea1_ep2_sc1_utt9.mp4,"Yeah, well, word of advice: Bring back the comedian. Otherwise next time you're gonna find yourself sitting at home, listening to that album alone.",['Rachel Green'],sadness,1,9,1,2,00:00:51.092,00:01:03.687,train
sea1_ep2_sc1_utt10.mp4,....Are we still talking about sex?,['Joey Tribbiani'],happiness,1,10,1,2,00:01:08.443,00:01:10.778,train
sea1_ep2_sc2_utt1.mp4,"No, it's good, it is good, it's just that- mm- doesn't she seem a little angry?",['Ross Geller'],fear,2,1,1,2,00:02:05.333,00:02:11.088,train
sea1_ep2_sc2_utt2.mp4,"Well, she has issues.",['Marsha'],sadness,2,2,1,2,00:02:07.418,00:02:11.088,train
sea1_ep2_sc2_utt3.mp4,Does she.,['Ross Geller'],fear,2,3,1,2,00:02:11.297,00:02:13.006,train
sea1_ep2_sc2_utt4.mp4,"He's out banging other women over the head with a club, while she sits at home trying to get the mastodon smell out of the carpet!",['Marsha'],anger,2,4,1,2,00:02:14.717,00:02:22.683,train
sea1_ep2_sc2_utt5.mp4,"Marsha, these are cave people. Okay? They have issues like 'Gee, that glacier's getting kinda close.' See?",['Ross Geller'],neutral,2,5,1,2,00:02:22.934,00:02:33.569,train
sea1_ep2_sc2_utt6.mp4,"Speaking of issues, isn't that your ex-wife?",['Marsha'],anger,2,6,1,2,00:02:33.778,00:02:35.863,train
sea1_ep2_sc2_utt8.mp4,No. No.,['Ross Geller'],fear,2,8,1,2,00:02:36.072,00:02:38.740,train
sea1_ep2_sc2_utt9.mp4,"Yes, it is. Carol! Hi!",['Marsha'],happiness,2,9,1,2,00:02:38.950,00:02:40.492,train
sea1_ep2_sc2_utt12.mp4,Hi.,['Ross Geller'],neutral,2,12,1,2,00:02:40.702,00:02:43.078,train
sea1_ep2_sc2_utt13.mp4,So.,['Carol Willick'],neutral,2,13,1,2,00:02:57.969,00:02:59.761,train
sea1_ep2_sc2_utt14.mp4,"You look great. I, uh... I hate that.",['Ross Geller'],fear,2,14,1,2,00:03:06.936,00:03:17.362,train
sea1_ep2_sc2_utt15.mp4,Sorry. You look good too.,['Carol Willick'],happiness,2,15,1,2,00:03:09.355,00:03:13.066,train
sea1_ep2_sc2_utt16.mp4,"Ah, well, in here, anyone who... stands erect... So what's new? Still, uh...",['Ross Geller'],happiness,2,16,1,2,00:03:17.572,00:03:28.624,train
sea1_ep2_sc2_utt17.mp4,A lesbian?,['Carol Willick'],neutral,2,17,1,2,00:03:22.076,00:03:23.327,train
sea1_ep2_sc2_utt18.mp4,"Well... you never know. How's, um.. how's the family?",['Ross Geller'],peace,2,18,1,2,00:03:26.748,00:03:32.961,train
sea1_ep2_sc2_utt19.mp4,"Marty's still totally paranoid. Oh, and, uh-",['Carol Willick'],anger,2,19,1,2,00:03:33.171,00:03:37.799,train
sea1_ep2_sc2_utt20.mp4,"Why- why are you here, Carol?",['Ross Geller'],fear,2,20,1,2,00:03:35.715,00:03:41.094,train
sea1_ep2_sc2_utt21.mp4,I'm pregnant.,['Carol Willick'],neutral,2,21,1,2,00:03:38.009,00:03:41.094,train
sea1_ep2_sc2_utt22.mp4,Pregnant?!,['Ross Geller'],fear,2,22,1,2,00:03:42.513,00:03:45.224,train
sea1_ep2_sc6_utt1.mp4,"Sorry I'm late, I was stuck at work. There was this big dinosaur.. thing.. anyway.",['Ross Geller'],neutral,6,1,1,2,00:14:09.014,00:14:41.546,train
sea1_ep2_sc6_utt3.mp4,Hi.,['Susan Bunch'],neutral,6,3,1,2,00:14:16.730,00:14:18.398,train
sea1_ep2_sc6_utt4.mp4,"Ross, you remember Susan.",['Carol Willick'],neutral,6,4,1,2,00:14:35.624,00:14:37.876,train
sea1_ep2_sc6_utt5.mp4,How could I forget?,['Ross Geller'],anger,6,5,1,2,00:14:38.085,00:14:41.546,train
sea1_ep2_sc6_utt6.mp4,Ross.,['Susan Bunch'],neutral,6,6,1,2,00:14:42.631,00:14:44.173,train
sea1_ep2_sc6_utt7.mp4,"Hello, Susan. Good shake. Good shake. So, uh, we're just waiting for...?",['Ross Geller'],neutral,6,7,1,2,00:14:48.095,00:14:56.728,train
sea1_ep2_sc6_utt8.mp4,Dr. Oberman.,['Carol Willick'],neutral,6,8,1,2,00:14:49.471,00:14:52.098,train
sea1_ep2_sc6_utt9.mp4,..Dr. Oberman. Okay. And is he-,['Ross Geller'],neutral,6,9,1,2,00:14:56.937,00:14:59.230,train
sea1_ep2_sc6_utt10.mp4,She.,['Susan Bunch'],neutral,6,10,1,2,00:14:59.440,00:15:01.983,train
sea1_ep2_sc6_utt11.mp4,"-she, of course, she- uh- familiar with our.. special situation?",['Ross Geller'],neutral,6,11,1,2,00:15:02.776,00:15:09.240,train
sea1_ep2_sc6_utt12.mp4,"Yes, and she's very supportive.",['Carol Willick'],neutral,6,12,1,2,00:15:07.406,00:15:09.240,train
sea1_ep2_sc6_utt13.mp4,"Okay, that's great. No, I'm- Oh.",['Ross Geller'],neutral,6,13,1,2,00:15:09.450,00:15:14.704,train
sea1_ep2_sc6_utt14.mp4,Thanks.,['Carol Willick'],neutral,6,14,1,2,00:15:13.162,00:15:14.704,train
sea1_ep2_sc6_utt15.mp4,"Quack, quack..",['Ross Geller'],happiness,6,15,1,2,00:15:15.706,00:15:17.165,train
sea1_ep2_sc6_utt16.mp4,Ross? That opens my cervix.,['Carol Willick'],fear,6,16,1,2,00:15:31.680,00:15:35.099,train
sea1_ep2_sc7_utt1.mp4,Barry?,['Rachel Green'],neutral,7,1,1,2,00:15:33.098,00:15:35.099,train
sea1_ep2_sc7_utt2.mp4,C'mon in.,['Barry Farber'],neutral,7,2,1,2,00:15:35.309,00:15:38.937,train
sea1_ep2_sc7_utt3.mp4,Are you sure?,['Rachel Green'],fear,7,3,1,2,00:15:37.311,00:15:38.937,train
sea1_ep2_sc7_utt4.mp4,"Yeah! It's fine, it's fine. Robbie's gonna be here for hours.",['Barry Farber'],neutral,7,4,1,2,00:15:45.778,00:15:52.116,train
sea1_ep2_sc7_utt5.mp4,Huh?!,['Robbie'],fear,7,5,1,2,00:15:48.489,00:15:49.447,train
sea1_ep2_sc7_utt6.mp4,"So, how ya doin?",['Barry Farber'],peace,7,6,1,2,00:15:49.657,00:15:52.116,train
sea1_ep2_sc7_utt7.mp4,I'm- uh- I'm okay... You look great!,['Rachel Green'],sadness,7,7,1,2,00:15:56.705,00:16:03.753,train
sea1_ep2_sc7_utt8.mp4,"Yeah, well..",['Barry Farber'],neutral,7,8,1,2,00:15:59.583,00:16:03.753,train
sea1_ep2_sc7_utt9.mp4,"Dr. Farber, Jason Greenstein's gagging.",['Bernice'],neutral,7,9,1,2,00:16:01.919,00:16:05.797,train
sea1_ep2_sc7_utt10.mp4,Be right there. Be back in a sec.,['Barry Farber'],neutral,7,10,1,2,00:16:10.844,00:16:13.596,train
sea1_ep2_sc7_utt12.mp4,I dumped him.,['Rachel Green'],sadness,7,12,1,2,00:16:18.686,00:16:20.186,train
sea1_ep2_sc7_utt13.mp4,Okay.,['Robbie'],neutral,7,13,1,2,00:16:21.522,00:16:22.814,train
sea1_ep2_sc8_utt2.mp4,Give me a 'for instance'.,['Carol Willick'],anger,8,2,1,2,00:16:31.365,00:16:42.125,train
sea1_ep2_sc8_utt3.mp4,"Well, uh, uh, I don't know, okay, okay, how about with the, uh, with the baby's name?",['Ross Geller'],fear,8,3,1,2,00:16:47.423,00:16:53.136,train
sea1_ep2_sc8_utt4.mp4,Marlon-,['Carol Willick'],power,8,4,1,2,00:16:48.924,00:16:50.591,train
sea1_ep2_sc8_utt5.mp4,Marlon?!,['Ross Geller'],anger,8,5,1,2,00:16:50.801,00:16:53.136,train
sea1_ep2_sc8_utt6.mp4,"-if it's a boy, Minnie if it's a girl.",['Carol Willick'],power,8,6,1,2,00:16:53.345,00:16:57.181,train
sea1_ep2_sc8_utt7.mp4,...As in Mouse?,['Ross Geller'],anger,8,7,1,2,00:16:59.268,00:17:00.893,train
sea1_ep2_sc8_utt8.mp4,As in my grandmother.,['Carol Willick'],neutral,8,8,1,2,00:17:02.438,00:17:03.813,train
sea1_ep2_sc8_utt10.mp4,Julia..,['Carol Willick'],neutral,8,10,1,2,00:17:04.690,00:17:07.734,train
sea1_ep2_sc8_utt11.mp4,We agreed on Minnie.,['Susan Bunch'],power,8,11,1,2,00:17:09.820,00:17:13.489,train
sea1_ep2_sc9_utt1.mp4,Sorry about that. So. What have you been up to?,['Barry Farber'],neutral,9,1,1,2,00:17:27.337,00:17:35.344,train
sea1_ep2_sc9_utt2.mp4,"Oh, not much. I-I got a job.",['Rachel Green'],fear,9,2,1,2,00:17:35.554,00:17:41.392,train
sea1_ep2_sc9_utt3.mp4,"Oh, that's great.",['Barry Farber'],happiness,9,3,1,2,00:17:38.599,00:17:41.392,train
sea1_ep2_sc9_utt4.mp4,Why are- why are you so tanned?,['Rachel Green'],fear,9,4,1,2,00:17:42.519,00:17:46.189,train
sea1_ep2_sc9_utt5.mp4,"Oh, I, uh- I went to Aruba.",['Barry Farber'],fear,9,5,1,2,00:17:45.022,00:17:48.649,train
sea1_ep2_sc9_utt6.mp4,Oh no. You went on our honeymoon alone?,['Rachel Green'],anger,9,6,1,2,00:17:46.899,00:17:51.778,train
sea1_ep2_sc9_utt7.mp4,"No. I went with, uh.. Now, this may hurt.",['Barry Farber'],neutral,9,7,1,2,00:17:51.987,00:18:01.412,train
sea1_ep2_sc9_utt8.mp4,Me?!,['Robbie'],neutral,9,8,1,2,00:17:55.407,00:17:58.493,train
sea1_ep2_sc9_utt9.mp4,No! I went with Mindy.,['Barry Farber'],fear,9,9,1,2,00:17:59.953,00:18:01.412,train
sea1_ep2_sc9_utt10.mp4,"Mindy?! My maid of honour, Mindy?!",['Rachel Green'],anger,9,10,1,2,00:18:01.622,00:18:09.462,train
sea1_ep2_sc9_utt11.mp4,"Yeah, well, uh, we're kind of a thing now.",['Barry Farber'],fear,9,11,1,2,00:18:07.836,00:18:14.592,train
sea1_ep2_sc9_utt12.mp4,"Oh! Well, um.. You've got plugs!",['Rachel Green'],anger,9,12,1,2,00:18:10.047,00:18:14.592,train
sea1_ep2_sc9_utt13.mp4,Careful! They haven't quite taken yet.,['Barry Farber'],anger,9,13,1,2,00:18:16.470,00:18:24.018,train
sea1_ep2_sc9_utt14.mp4,And you've got lenses! But you hate sticking your finger in your eye!,['Rachel Green'],anger,9,14,1,2,00:18:21.183,00:18:29.899,train
sea1_ep2_sc9_utt15.mp4,"Not for her. Listen, I really wanted to thank you.",['Barry Farber'],peace,9,15,1,2,00:18:30.109,00:18:38.074,train
sea1_ep2_sc9_utt16.mp4,Okay..,['Rachel Green'],anger,9,16,1,2,00:18:32.903,00:18:34.070,train
sea1_ep2_sc9_utt17.mp4,"See, about a month ago, I wanted to hurt you. More than I've ever wanted to hurt anyone in my life. And I'm an orthodontist.",['Barry Farber'],neutral,9,17,1,2,00:18:35.697,00:18:45.790,train
sea1_ep2_sc9_utt18.mp4,Wow.,['Rachel Green'],fear,9,18,1,2,00:18:38.742,00:18:40.159,train
sea1_ep2_sc9_utt19.mp4,"You know, you were right? I mean, I thought we were happy. We weren't happy. But with Mindy, now I'm happy. Spit.",['Barry Farber'],happiness,9,19,1,2,00:18:45.999,00:18:58.261,train
sea1_ep2_sc9_utt20.mp4,What?,['Rachel Green'],fear,9,20,1,2,00:18:48.210,00:18:49.710,train
sea1_ep2_sc9_utt21.mp4,Me.,['Robbie'],sadness,9,21,1,2,00:18:49.920,00:18:53.506,train
sea1_ep2_sc9_utt22.mp4,"Anyway, um, I guess this belongs to you. And thank you for giving it to me.",['Rachel Green'],sadness,9,22,1,2,00:19:02.182,00:19:17.488,train
sea1_ep2_sc9_utt23.mp4,"Well, thank you for giving it back.",['Barry Farber'],sadness,9,23,1,2,00:19:15.028,00:19:17.488,train
sea1_ep2_sc9_utt25.mp4,Hello?!,['Robbie'],fear,9,25,1,2,00:19:18.115,00:19:20.533,train
sea1_ep2_sc10_utt1.mp4,"Oh, please! What's wrong with Helen?",['Susan Bunch'],anger,10,1,1,2,00:19:24.037,00:19:31.085,train
sea1_ep2_sc10_utt2.mp4,Helen Geller? I don't think so.,['Ross Geller'],anger,10,2,1,2,00:19:29.042,00:19:31.085,train
sea1_ep2_sc10_utt3.mp4,Hello? It's not gonna be Helen Geller.,['Carol Willick'],power,10,3,1,2,00:19:31.295,00:19:37.216,train
sea1_ep2_sc10_utt4.mp4,Thank you!,['Ross Geller'],power,10,4,1,2,00:19:33.797,00:19:37.216,train
sea1_ep2_sc10_utt5.mp4,"No, I mean it's not Geller.",['Carol Willick'],power,10,5,1,2,00:19:37.426,00:19:40.761,train
sea1_ep2_sc10_utt6.mp4,"What, it's gonna be Helen Willick?",['Ross Geller'],anger,10,6,1,2,00:19:39.011,00:19:40.761,train
sea1_ep2_sc10_utt7.mp4,"No, actually, um, we talked about Helen Willick-Bunch.",['Carol Willick'],neutral,10,7,1,2,00:19:41.597,00:19:48.936,train
sea1_ep2_sc10_utt8.mp4,"Well, wait a minute, wha- why is she in the title?",['Ross Geller'],anger,10,8,1,2,00:19:43.765,00:19:52.773,train
sea1_ep2_sc10_utt9.mp4,It's my baby too.,['Susan Bunch'],power,10,9,1,2,00:19:50.147,00:19:52.773,train
sea1_ep2_sc10_utt10.mp4,"Oh, 's'funny, really? Um, I don't remember you making any sperm.",['Ross Geller'],anger,10,10,1,2,00:19:52.983,00:19:57.862,train
sea1_ep2_sc10_utt11.mp4,"Yeah, and we all know what a challenge that is!",['Susan Bunch'],anger,10,11,1,2,00:20:00.574,00:20:05.203,train
sea1_ep2_sc10_utt12.mp4,"All right, you two, stop it!",['Carol Willick'],anger,10,12,1,2,00:20:03.368,00:20:05.203,train
sea1_ep2_sc10_utt13.mp4,"No no no, she gets a credit, hey, I'm in there too.",['Ross Geller'],anger,10,13,1,2,00:20:05.412,00:20:11.918,train
sea1_ep2_sc10_utt14.mp4,Ross. You're not actually suggesting Helen Willick-Bunch-Geller? 'Cause I think that borders on child abuse.,['Carol Willick'],neutral,10,14,1,2,00:20:07.956,00:20:13.711,train
sea1_ep2_sc10_utt15.mp4,"Of course not, I'm... suggesting Geller-Willick-Bunch.",['Ross Geller'],power,10,15,1,2,00:20:13.921,00:20:17.715,train
sea1_ep2_sc10_utt16.mp4,"Oh, no, nonononono, you see what he's doing? He knows no-one's gonna say all those names, so they'll wind up calling her Geller, then he gets his way!",['Susan Bunch'],anger,10,16,1,2,00:20:17.925,00:20:25.264,train
sea1_ep2_sc10_utt18.mp4,Knock knock!How are we today? Any nausea?,['Dr. Oberman'],neutral,10,18,1,2,00:20:35.067,00:20:38.069,train
sea1_ep2_sc10_utt19.mp4,Yeah. Yeah. A little.,['#ALL#'],neutral,10,19,1,2,00:20:38.278,00:20:40.154,train
sea1_ep2_sc10_utt20.mp4,"Well, I was just wondering about the mother-to-be, but.. thanks for sharing. Uh, lie back..",['Dr. Oberman'],neutral,10,20,1,2,00:20:41.949,00:20:47.870,train
sea1_ep2_sc10_utt23.mp4,Oh my God.,['Ross Geller'],happiness,10,23,1,2,00:20:46.787,00:20:47.870,train
sea1_ep2_sc10_utt24.mp4,Look at that.,['Susan Bunch'],happiness,10,24,1,2,00:20:48.664,00:20:50.289,train
sea1_ep2_sc10_utt25.mp4,I know.,['Carol Willick'],happiness,10,25,1,2,00:20:50.499,00:20:54.502,train
sea1_ep2_sc11_utt1.mp4,Well? Isn't that amazing?,['Ross Geller'],happiness,11,1,1,2,00:20:54.711,00:20:56.754,train
sea1_ep2_sc11_utt2.mp4,What are we supposed to be seeing here?,['Joey Tribbiani'],neutral,11,2,1,2,00:21:08.850,00:21:28.494,train
sea1_ep2_sc11_utt3.mp4,"I dunno, but.. I think it's about to attack the Enterprise.",['Chandler Bing'],happiness,11,3,1,2,00:21:26.785,00:21:34.208,train
sea1_ep2_sc11_utt4.mp4,"You know, if you tilt your head to the left, and relax your eyes, it kinda looks like an old potato.",['Phoebe Buffay'],happiness,11,4,1,2,00:21:38.255,00:21:43.634,train
sea1_ep2_sc11_utt5.mp4,"Then don't do that, alright?",['Ross Geller'],anger,11,5,1,2,00:21:41.383,00:21:43.634,train
sea1_ep2_sc11_utt6.mp4,Okay!,['Phoebe Buffay'],neutral,11,6,1,2,00:21:44.761,00:21:47.054,train
sea1_ep2_sc11_utt7.mp4,Monica. Whaddya think?,['Ross Geller'],neutral,11,7,1,2,00:21:49.224,00:21:52.226,train
sea1_ep2_sc11_utt8.mp4,Mm-hmm.,['Monica Geller'],sadness,11,8,1,2,00:21:50.684,00:21:52.226,train
sea1_ep2_sc11_utt9.mp4,Wh- are you welling up?,['Ross Geller'],neutral,11,9,1,2,00:21:52.436,00:21:56.522,train
sea1_ep2_sc11_utt10.mp4,No.,['Monica Geller'],neutral,11,10,1,2,00:21:55.063,00:21:56.522,train
sea1_ep2_sc11_utt11.mp4,"You are, you're welling up.",['Ross Geller'],power,11,11,1,2,00:21:56.732,00:22:00.443,train
sea1_ep2_sc11_utt12.mp4,Am not!,['Monica Geller'],anger,11,12,1,2,00:21:58.191,00:22:00.443,train
sea1_ep2_sc11_utt13.mp4,You're gonna be an aunt.,['Ross Geller'],happiness,11,13,1,2,00:22:00.652,00:22:03.779,train
sea1_ep2_sc11_utt14.mp4,Oh shut up!,['Monica Geller'],happiness,11,14,1,2,00:22:04.948,00:22:08.701,train
sea1_ep3_sc1_utt1.mp4,Hi guys!,['Phoebe Buffay'],happiness,1,1,1,3,00:00:05.755,00:00:07.423,train
sea1_ep3_sc1_utt2.mp4,"Hey, Pheebs! Hi!",['#ALL#'],happiness,1,2,1,3,00:00:07.632,00:00:08.924,train
sea1_ep3_sc1_utt3.mp4,"Hey. Oh, oh, how'd it go?",['Ross Geller'],happiness,1,3,1,3,00:00:13.388,00:00:16.056,train
sea1_ep3_sc1_utt5.mp4,Ohh. Ouch.,['#ALL#'],sadness,1,5,1,3,00:00:16.266,00:00:17.307,train
sea1_ep3_sc1_utt7.mp4,"Uh, no. Loosely translated 'We should do this again' means 'You will never see me naked'.",['Monica Geller'],neutral,1,7,1,3,00:00:17.517,00:00:22.855,train
sea1_ep3_sc1_utt8.mp4,Since when?,['Rachel Green'],neutral,1,8,1,3,00:00:20.812,00:00:22.855,train
sea1_ep3_sc1_utt9.mp4,"Since always. It's like dating language. Y'know, like 'It's not you' means 'It is you'.",['Joey Tribbiani'],neutral,1,9,1,3,00:00:24.065,00:00:32.239,train
sea1_ep3_sc1_utt11.mp4,"Or, or, y'know, um, 'I think we should see other people' means 'Ha, ha, I already am'.",['Phoebe Buffay'],anger,1,11,1,3,00:00:40.623,00:00:45.002,train
sea1_ep3_sc1_utt12.mp4,And everybody knows this?,['Rachel Green'],neutral,1,12,1,3,00:00:43.501,00:00:45.002,train
